Date,Price,Open,High,Low,Close
2021-06-28,,34679.12,35219.89,33902.07,34434.34
2021-06-29,,34475.56,36542.11,34252.48,35867.78
2021-06-30,,35908.39,36074.76,34086.15,35040.84
2021-07-01,,35035.98,35035.98,32883.78,33572.12
2021-07-02,,33549.6,33939.59,32770.68,33897.05
2021-07-03,,33854.42,34909.26,33402.7,34668.55
2021-07-04,,34665.57,35937.57,34396.48,35287.78
2021-07-05,,35284.34,35284.34,33213.66,33746.0
2021-07-06,,33723.51,35038.54,33599.92,34235.2
2021-07-07,,34225.68,34997.66,33839.29,33855.33
2021-07-08,,33889.61,33907.91,32133.18,32877.37
2021-07-09,,32861.67,34042.29,32318.88,33798.01
2021-07-10,,33811.24,34209.07,33116.01,33520.52
2021-07-11,,33509.08,34584.7,33346.74,34240.19
2021-07-12,,34254.02,34592.16,32697.31,33155.85
2021-07-13,,33125.47,33327.1,32261.42,32702.03
2021-07-14,,32723.85,33061.4,31639.13,32822.35
2021-07-15,,32827.88,33159.64,31175.71,31780.73
2021-07-16,,31841.55,32218.41,31100.67,31421.54
2021-07-17,,31397.31,31935.95,31223.99,31533.07
2021-07-18,,31533.88,32399.0,31215.49,31796.81
2021-07-19,,31800.01,31885.86,30563.73,30817.83
2021-07-20,,30838.29,31006.19,29360.96,29807.35
2021-07-21,,29796.29,32752.33,29526.18,32110.69
2021-07-22,,32138.87,32576.4,31745.3,32313.11
2021-07-23,,32305.96,33581.55,32057.89,33581.55
2021-07-24,,33593.73,34490.39,33424.86,34292.45
2021-07-25,,34290.29,35364.93,33881.84,35350.19
2021-07-26,,35384.03,40499.68,35287.31,37337.54
2021-07-27,,37276.04,39406.94,36441.73,39406.94
2021-07-28,,39503.19,40816.07,38862.44,39995.91
2021-07-29,,39995.45,40593.07,39352.06,40008.42
2021-07-30,,40027.48,42235.55,38397.36,42235.55
2021-07-31,,42196.3,42231.45,41110.83,41626.2
2021-08-01,,41460.84,42541.68,39540.94,39974.89
2021-08-02,,39907.26,40419.18,38746.35,39201.95
2021-08-03,,39178.4,39750.03,37782.05,38152.98
2021-08-04,,38213.33,39952.3,37589.16,39747.5
2021-08-05,,39744.52,41341.93,37458.0,40869.55
2021-08-06,,40865.87,43271.66,39932.18,42816.5
2021-08-07,,42832.8,44689.86,42618.57,44555.8
2021-08-08,,44574.44,45282.35,43331.91,43798.12
2021-08-09,,43791.93,46456.83,42848.69,46365.4
2021-08-10,,46280.85,46637.99,44705.55,45585.03
2021-08-11,,45599.7,46735.63,45351.71,45593.64
2021-08-12,,45576.88,46228.91,43861.45,44428.29
2021-08-13,,44439.69,47831.98,44282.42,47793.32
2021-08-14,,47810.69,48098.68,46177.63,47096.95
2021-08-15,,47096.67,47357.11,45579.59,47047.0
2021-08-16,,47019.96,47998.1,45700.32,46004.48
2021-08-17,,45936.46,47139.57,44512.42,44695.36
2021-08-18,,44686.75,45952.06,44364.03,44801.19
2021-08-19,,44741.88,46970.76,43998.32,46717.58
2021-08-20,,46723.12,49342.15,46650.71,49339.18
2021-08-21,,49327.07,49717.02,48312.2,48905.49
2021-08-22,,48869.11,49471.61,48199.94,49321.65
2021-08-23,,49291.68,50482.08,49074.61,49546.15
2021-08-24,,49562.35,49878.77,47687.12,47706.12
2021-08-25,,47727.26,49202.88,47163.61,48960.79
2021-08-26,,49002.64,49347.58,46405.78,46942.22
2021-08-27,,46894.55,49112.79,46394.28,49058.67
2021-08-28,,49072.59,49283.5,48499.24,48902.4
2021-08-29,,48911.25,49644.11,47925.86,48829.83
2021-08-30,,48834.85,48925.61,46950.27,47054.98
2021-08-31,,47024.34,48189.55,46750.09,47166.69
2021-09-01,,47099.77,49111.09,46562.44,48847.03
2021-09-02,,48807.85,50343.42,48652.32,49327.72
2021-09-03,,49288.25,50982.27,48386.09,50025.38
2021-09-04,,50009.32,50545.58,49548.78,49944.63
2021-09-05,,49937.86,51868.68,49538.6,51753.41
2021-09-06,,51769.0,52700.94,51053.68,52633.54
2021-09-07,,52660.48,52853.77,43285.21,46811.13
2021-09-08,,46827.76,47334.05,44561.39,46091.39
2021-09-09,,45774.74,47261.95,45669.74,46391.42
2021-09-10,,46396.66,47031.74,44344.48,44883.91
2021-09-11,,44869.84,45969.29,44818.27,45201.46
2021-09-12,,45206.63,46364.88,44790.46,46063.27
2021-09-13,,46057.21,46598.68,43591.32,44963.07
2021-09-14,,44960.05,47218.13,44752.33,47092.49
2021-09-15,,47098.0,48450.47,46773.33,48176.35
2021-09-16,,48158.91,48486.83,47079.56,47783.36
2021-09-17,,47771.0,48160.92,46832.52,47267.52
2021-09-18,,47273.53,48791.78,47087.29,48278.36
2021-09-19,,48268.86,48328.37,46919.8,47260.22
2021-09-20,,47261.41,47328.2,42598.91,42843.8
2021-09-21,,43012.23,43607.61,39787.61,40693.68
2021-09-22,,40677.95,43978.62,40625.63,43574.51
2021-09-23,,43560.3,44942.18,43109.34,44895.1
2021-09-24,,44894.3,45080.49,40936.56,42839.75
2021-09-25,,42840.89,42996.26,41759.92,42716.59
2021-09-26,,42721.63,43919.3,40848.46,43208.54
2021-09-27,,43234.18,44313.25,42190.63,42235.73
2021-09-28,,42200.9,42775.14,40931.66,41034.54
2021-09-29,,41064.98,42545.26,40829.67,41564.36
2021-09-30,,41551.27,44092.6,41444.58,43790.89
2021-10-01,,43816.74,48436.01,43320.02,48116.94
2021-10-02,,48137.47,48282.06,47465.5,47711.49
2021-10-03,,47680.03,49130.69,47157.29,48199.95
2021-10-04,,48208.91,49456.78,47045.0,49112.9
2021-10-05,,49174.96,51839.98,49072.84,51514.81
2021-10-06,,51486.66,55568.46,50488.19,55361.45
2021-10-07,,55338.63,55338.63,53525.47,53805.98
2021-10-08,,53802.14,55922.98,53688.05,53967.85
2021-10-09,,53929.78,55397.95,53735.14,54968.22
2021-10-10,,54952.82,56401.3,54264.26,54771.58
2021-10-11,,54734.13,57793.04,54519.77,57484.79
2021-10-12,,57526.83,57627.88,54477.97,56041.06
2021-10-13,,56038.26,57688.66,54370.97,57401.1
2021-10-14,,57372.83,58478.73,56957.07,57321.52
2021-10-15,,57345.9,62757.13,56868.14,61593.95
2021-10-16,,61609.53,62274.48,60206.12,60892.18
2021-10-17,,60887.65,61645.52,59164.47,61553.62
2021-10-18,,61548.8,62614.66,60012.76,62026.08
2021-10-19,,62043.16,64434.54,61622.93,64261.99
2021-10-20,,64284.59,66930.39,63610.68,65992.84
2021-10-21,,66002.23,66600.55,62117.41,62210.17
2021-10-22,,62237.89,63715.02,60122.8,60692.27
2021-10-23,,60694.63,61743.88,59826.52,61393.62
2021-10-24,,61368.34,61505.8,59643.34,60930.84
2021-10-25,,60893.93,63729.32,60691.8,63039.82
2021-10-26,,63032.76,63229.03,59991.16,60363.79
2021-10-27,,60352.0,61435.18,58208.19,58482.39
2021-10-28,,58470.73,62128.63,58206.92,60622.14
2021-10-29,,60624.87,62927.61,60329.96,62227.96
2021-10-30,,62239.36,62330.14,60918.39,61888.83
2021-10-31,,61850.49,62406.17,60074.33,61318.96
2021-11-01,,61320.45,62419.0,59695.18,61004.41
2021-11-02,,60963.25,64242.79,60673.05,63226.4
2021-11-03,,63254.34,63516.94,61184.24,62970.05
2021-11-04,,62941.8,63123.29,60799.66,61452.23
2021-11-05,,61460.08,62541.47,60844.61,61125.68
2021-11-06,,61068.88,61590.68,60163.78,61527.48
2021-11-07,,61554.92,63326.99,61432.49,63326.99
2021-11-08,,63344.07,67673.74,63344.07,67566.83
2021-11-09,,67549.73,68530.34,66382.06,66971.83
2021-11-10,,66953.34,68789.63,63208.11,64995.23
2021-11-11,,64978.89,65579.02,64180.49,64949.96
2021-11-12,,64863.98,65460.82,62333.91,64155.94
2021-11-13,,64158.12,64915.68,63303.73,64469.53
2021-11-14,,64455.37,65495.18,63647.81,65466.84
2021-11-15,,65521.29,66281.57,63548.14,63557.87
2021-11-16,,63721.2,63721.2,59016.34,60161.25
2021-11-17,,60139.62,60823.61,58515.41,60368.01
2021-11-18,,60360.14,60948.5,56550.79,56942.14
2021-11-19,,56896.13,58351.11,55705.18,58119.58
2021-11-20,,58115.08,59859.88,57469.73,59697.2
2021-11-21,,59730.51,60004.43,58618.93,58730.48
2021-11-22,,58706.85,59266.36,55679.84,56289.29
2021-11-23,,56304.55,57875.52,55632.76,57569.07
2021-11-24,,57565.85,57803.07,55964.22,56280.43
2021-11-25,,57165.42,59367.97,57146.68,57274.68
2021-11-26,,58960.29,59183.48,53569.77,53569.77
2021-11-27,,53736.43,55329.26,53668.36,54815.08
2021-11-28,,54813.02,57393.84,53576.73,57248.46
2021-11-29,,57291.91,58872.88,56792.53,57806.57
2021-11-30,,57830.11,59113.4,56057.28,57005.43
2021-12-01,,56907.96,59041.68,56553.08,57229.83
2021-12-02,,57217.37,57349.23,55895.13,56477.82
2021-12-03,,56509.16,57482.17,52496.59,53598.25
2021-12-04,,53727.88,53904.68,42874.62,49200.7
2021-12-05,,49201.52,49768.15,47857.5,49368.85
2021-12-06,,49413.48,50929.52,47281.04,50582.63
2021-12-07,,50581.83,51934.78,50175.81,50700.09
2021-12-08,,50667.65,51171.38,48765.99,50504.8
2021-12-09,,50450.08,50797.16,47358.35,47672.12
2021-12-10,,47642.14,50015.25,47023.7,47243.3
2021-12-11,,47264.63,49458.21,46942.35,49362.51
2021-12-12,,49354.86,50724.87,48725.85,50098.34
2021-12-13,,50114.74,50205.0,45894.85,46737.48
2021-12-14,,46709.82,48431.4,46424.5,46612.63
2021-12-15,,48379.75,49473.96,46671.96,48896.72
2021-12-16,,48900.46,49425.57,47529.88,47665.43
2021-12-17,,47653.73,48004.89,45618.21,46202.14
2021-12-18,,46219.25,47313.83,45598.44,46848.78
2021-12-19,,46853.87,48089.66,46502.95,46707.02
2021-12-20,,46707.06,47401.72,45579.81,46880.28
2021-12-21,,46886.08,49300.92,46698.77,48936.61
2021-12-22,,48937.1,49544.8,48450.94,48628.51
2021-12-23,,48626.34,51332.34,48065.84,50784.54
2021-12-24,,50806.05,51814.03,50514.5,50822.2
2021-12-25,,50854.92,51176.6,50236.71,50429.86
2021-12-26,,50428.69,51196.38,49623.11,50809.52
2021-12-27,,50802.61,51956.33,50499.47,50640.42
2021-12-28,,50679.86,50679.86,47414.21,47588.86
2021-12-29,,47623.87,48119.74,46201.5,46444.71
2021-12-30,,46490.61,47879.96,46060.31,47178.13
2021-12-31,,47169.37,48472.53,45819.95,46306.45
2022-01-01,,46311.75,47827.31,46288.48,47686.81
2022-01-02,,47680.93,47881.41,46856.94,47345.22
2022-01-03,,47343.54,47510.73,45835.96,46458.12
2022-01-04,,46458.85,47406.55,45752.46,45897.57
2022-01-05,,45899.36,46929.05,42798.22,43569.0
2022-01-06,,43565.51,43748.72,42645.54,43160.93
2022-01-07,,43153.57,43153.57,41077.45,41557.9
2022-01-08,,41561.46,42228.94,40672.28,41733.94
2022-01-09,,41734.73,42663.95,41338.16,41911.6
2022-01-10,,41910.23,42199.48,39796.57,41821.26
2022-01-11,,41819.51,43001.16,41407.75,42735.86
2022-01-12,,42742.18,44135.37,42528.99,43949.1
2022-01-13,,43946.74,44278.42,42447.04,42591.57
2022-01-14,,42598.87,43346.69,41982.62,43099.7
2022-01-15,,43101.9,43724.67,42669.04,43177.4
2022-01-16,,43172.04,43436.81,42691.02,43113.88
2022-01-17,,43118.12,43179.39,41680.32,42250.55
2022-01-18,,42250.07,42534.4,41392.21,42375.63
2022-01-19,,42374.04,42478.3,41242.91,41744.33
2022-01-20,,41744.03,43413.02,40672.82,40680.42
2022-01-21,,40699.61,41060.53,35791.43,36457.32
2022-01-22,,36471.59,36688.81,34349.25,35030.25
2022-01-23,,35047.36,36433.31,34784.97,36276.8
2022-01-24,,36275.73,37247.52,33184.06,36654.33
2022-01-25,,36654.8,37444.57,35779.43,36954.0
2022-01-26,,36950.52,38825.41,36374.91,36852.12
2022-01-27,,36841.88,37148.32,35629.28,37138.23
2022-01-28,,37128.45,37952.88,36211.11,37784.33
2022-01-29,,37780.71,38576.26,37406.47,38138.18
2022-01-30,,38151.92,38266.34,37437.71,37917.6
2022-01-31,,37920.28,38647.26,36733.57,38483.13
2022-02-01,,38481.77,39115.13,38113.66,38743.27
2022-02-02,,38743.71,38834.62,36832.73,36952.98
2022-02-03,,36944.8,37154.6,36375.54,37154.6
2022-02-04,,37149.27,41527.79,37093.63,41500.88
2022-02-05,,41501.48,41847.16,41038.1,41441.16
2022-02-06,,41441.12,42500.79,41244.91,42412.43
2022-02-07,,42406.78,44401.86,41748.16,43840.29
2022-02-08,,43854.65,45293.87,42807.84,44118.45
2022-02-09,,44096.7,44727.8,43232.97,44338.8
2022-02-10,,44347.8,45661.17,43402.81,43565.11
2022-02-11,,43571.13,43810.83,42114.54,42407.94
2022-02-12,,42412.3,42992.55,41852.57,42244.47
2022-02-13,,42236.57,42693.05,41950.94,42197.52
2022-02-14,,42157.4,42775.78,41681.96,42586.92
2022-02-15,,42586.46,44667.22,42491.04,44575.2
2022-02-16,,44578.28,44578.28,43456.69,43961.86
2022-02-17,,43937.07,44132.97,40249.37,40538.01
2022-02-18,,40552.13,40929.15,39637.62,40030.98
2022-02-19,,40026.02,40418.88,39713.06,40122.16
2022-02-20,,40118.1,40119.89,38112.81,38431.38
2022-02-21,,38423.21,39394.44,36950.48,37075.28
2022-02-22,,37068.77,38359.86,36488.93,38286.03
2022-02-23,,38285.28,39122.39,37201.82,37296.57
2022-02-24,,37278.57,38968.84,34459.22,38332.61
2022-02-25,,38333.75,39630.32,38111.34,39214.22
2022-02-26,,39213.08,40005.35,38702.54,39105.15
2022-02-27,,39098.7,39778.94,37268.98,37709.79
2022-02-28,,37706.0,43760.46,37518.21,43193.23
2022-03-01,,43194.5,44793.6,42952.59,44354.64
2022-03-02,,44357.62,45077.58,43432.85,43924.12
2022-03-03,,43925.2,44021.58,41914.75,42451.79
2022-03-04,,42458.14,42479.61,38805.85,39137.61
2022-03-05,,39148.45,39566.34,38777.04,39400.59
2022-03-06,,39404.2,39640.18,38211.65,38419.98
2022-03-07,,38429.3,39430.23,37260.2,38062.04
2022-03-08,,38059.9,39304.44,37957.39,38737.27
2022-03-09,,38742.82,42465.67,38706.09,41982.93
2022-03-10,,41974.07,42004.73,38832.94,39437.46
2022-03-11,,39439.97,40081.68,38347.43,38794.97
2022-03-12,,38794.46,39308.6,38772.54,38904.01
2022-03-13,,38884.73,39209.35,37728.14,37849.66
2022-03-14,,37846.32,39742.5,37680.73,39666.75
2022-03-15,,39664.25,39794.63,38310.21,39338.79
2022-03-16,,39335.57,41465.45,39022.35,41143.93
2022-03-17,,41140.84,41287.54,40662.87,40951.38
2022-03-18,,40944.84,42195.75,40302.4,41801.16
2022-03-19,,41794.65,42316.55,41602.67,42190.65
2022-03-20,,42191.41,42241.16,41004.76,41247.82
2022-03-21,,41246.13,41454.41,40668.04,41078.0
2022-03-22,,41074.11,43124.71,40948.28,42358.81
2022-03-23,,42364.38,42893.51,41877.51,42892.96
2022-03-24,,42886.65,44131.86,42726.16,43960.93
2022-03-25,,43964.55,44999.49,43706.29,44348.73
2022-03-26,,44349.86,44736.0,44166.27,44500.83
2022-03-27,,44505.36,46827.55,44437.29,46820.49
2022-03-28,,46821.85,48086.84,46690.2,47128.0
2022-03-29,,47100.44,48022.29,47100.44,47465.73
2022-03-30,,47456.9,47655.15,46746.21,47062.66
2022-03-31,,47062.15,47512.03,45390.54,45538.68
2022-04-01,,45554.16,46616.24,44403.14,46281.64
2022-04-02,,46285.5,47028.28,45782.51,45868.95
2022-04-03,,45859.13,47313.48,45634.11,46453.57
2022-04-04,,46445.27,46791.09,45235.82,46622.68
2022-04-05,,46624.51,47106.14,45544.81,45555.99
2022-04-06,,45544.36,45544.36,43193.95,43206.74
2022-04-07,,43207.5,43860.7,42899.91,43503.85
2022-04-08,,43505.14,43903.02,42183.29,42287.66
2022-04-09,,42282.08,42786.82,42183.25,42782.14
2022-04-10,,42781.09,43376.38,42021.21,42207.67
2022-04-11,,42201.04,42424.59,39373.06,39521.9
2022-04-12,,39533.71,40617.59,39388.33,40127.18
2022-04-13,,40123.57,41430.05,39712.75,41166.73
2022-04-14,,41160.22,41451.48,39695.75,39935.52
2022-04-15,,39939.4,40617.72,39866.83,40553.46
2022-04-16,,40552.32,40633.68,40078.43,40424.48
2022-04-17,,40417.78,40570.73,39620.89,39716.95
2022-04-18,,39721.2,40986.32,38696.19,40826.21
2022-04-19,,40828.18,41672.96,40618.63,41502.75
2022-04-20,,41501.75,42126.3,40961.1,41374.38
2022-04-21,,41371.52,42893.58,40063.83,40527.36
2022-04-22,,40525.86,40777.76,39315.42,39740.32
2022-04-23,,39738.72,39935.86,39352.2,39486.73
2022-04-24,,39478.38,39845.93,39233.54,39469.29
2022-04-25,,39472.61,40491.75,38338.38,40458.31
2022-04-26,,40448.42,40713.89,37884.98,38117.46
2022-04-27,,38120.3,39397.92,37997.31,39241.12
2022-04-28,,39241.43,40269.46,38941.42,39773.83
2022-04-29,,39768.62,39887.27,38235.54,38609.82
2022-04-30,,38605.86,38771.21,37697.94,37714.88
2022-05-01,,37713.27,38627.86,37585.79,38469.09
2022-05-02,,38472.19,39074.97,38156.56,38529.33
2022-05-03,,38528.11,38630.0,37585.62,37750.45
2022-05-04,,37748.01,39902.95,37732.06,39698.37
2022-05-05,,39695.75,39789.28,35856.52,36575.14
2022-05-06,,36573.18,36624.36,35482.13,36040.92
2022-05-07,,36042.5,36129.93,34940.82,35501.95
2022-05-08,,35502.94,35502.94,33878.96,34059.27
2022-05-09,,34060.02,34222.07,30296.95,30296.95
2022-05-10,,30273.65,32596.31,29944.8,31022.91
2022-05-11,,31016.18,32013.4,28170.41,28936.36
2022-05-12,,28936.73,30032.44,26350.49,29047.75
2022-05-13,,29030.91,30924.8,28782.33,29283.1
2022-05-14,,29285.64,30192.8,28702.91,30101.27
2022-05-15,,30098.59,31308.19,29527.74,31305.11
2022-05-16,,31304.38,31305.34,29251.88,29862.92
2022-05-17,,29862.41,30694.49,29570.3,30425.86
2022-05-18,,30424.48,30618.72,28720.27,28720.27
2022-05-19,,28720.36,30430.75,28708.96,30314.33
2022-05-20,,30311.12,30664.98,28793.61,29200.74
2022-05-21,,29199.86,29588.87,29027.39,29432.23
2022-05-22,,29432.47,30425.86,29275.18,30323.72
2022-05-23,,30309.4,30590.59,28975.56,29098.91
2022-05-24,,29101.13,29774.36,28786.59,29655.59
2022-05-25,,29653.13,30157.79,29384.95,29562.36
2022-05-26,,29564.78,29834.16,28261.91,29267.22
2022-05-27,,29251.14,29346.94,28326.61,28627.57
2022-05-28,,28622.63,28814.9,28554.57,28814.9
2022-05-29,,29019.87,29498.01,28841.11,29445.96
2022-05-30,,29443.37,31949.63,29303.57,31726.39
2022-05-31,,31723.87,32249.86,31286.15,31792.31
2022-06-01,,31792.55,31957.29,29501.59,29799.08
2022-06-02,,29794.89,30604.73,29652.71,30467.49
2022-06-03,,30467.81,30633.04,29375.69,29704.39
2022-06-04,,29706.14,29930.56,29500.01,29832.91
2022-06-05,,29835.12,30117.74,29574.45,29906.66
2022-06-06,,29910.28,31693.29,29894.19,31370.67
2022-06-07,,31371.74,31489.68,29311.68,31155.48
2022-06-08,,31151.48,31253.69,29944.4,30214.36
2022-06-09,,30215.28,30609.31,30020.27,30112.0
2022-06-10,,30110.33,30245.81,28978.15,29083.8
2022-06-11,,29084.67,29401.92,28236.21,28360.81
2022-06-12,,28373.51,28502.69,26762.65,26762.65
2022-06-13,,26737.58,26795.59,22141.26,22487.39
2022-06-14,,22487.99,23018.95,20950.82,22206.79
2022-06-15,,22196.73,22642.67,20178.38,22572.84
2022-06-16,,22576.3,22868.92,20265.23,20381.65
2022-06-17,,20385.72,21243.31,20326.52,20471.48
2022-06-18,,20473.43,20736.04,17708.62,19017.64
2022-06-19,,19010.9,20683.82,18067.15,20553.27
2022-06-20,,20553.37,20913.32,19689.17,20599.54
2022-06-21,,20594.29,21620.63,20415.06,20710.6
2022-06-22,,20719.41,20835.75,19848.08,19987.03
2022-06-23,,19986.61,21135.76,19950.12,21085.88
2022-06-24,,21084.65,21472.92,20777.51,21231.66
2022-06-25,,21233.61,21520.91,20964.59,21502.34
2022-06-26,,21496.49,21783.72,21016.27,21027.29
2022-06-27,,21028.24,21478.09,20620.2,20735.48
2022-06-28,,20731.54,21164.42,20228.81,20280.63
2022-06-29,,20281.17,20364.16,19937.79,20104.02
2022-06-30,,20108.31,20141.16,18729.66,19784.73
2022-07-01,,19820.47,20632.67,19073.71,19269.37
2022-07-02,,19274.84,19371.75,19027.08,19242.26
2022-07-03,,19242.1,19558.27,18966.95,19297.08
2022-07-04,,19297.31,20258.75,19063.07,20231.26
2022-07-05,,20225.35,20635.47,19341.23,20190.12
2022-07-06,,20194.62,20595.53,19823.51,20548.25
2022-07-07,,20547.81,21771.82,20296.1,21637.59
2022-07-08,,21637.15,22314.94,21257.45,21731.12
2022-07-09,,21716.83,21877.14,21445.96,21592.21
2022-07-10,,21591.08,21591.08,20727.12,20860.45
2022-07-11,,20856.35,20856.35,19924.54,19970.56
2022-07-12,,19970.47,20043.45,19308.53,19323.91
2022-07-13,,19325.97,20223.05,18999.95,20212.07
2022-07-14,,20211.47,20789.89,19689.26,20569.92
2022-07-15,,20573.16,21138.24,20397.0,20836.33
2022-07-16,,20834.1,21514.4,20518.9,21190.32
2022-07-17,,21195.04,21600.64,20778.18,20779.34
2022-07-18,,20781.91,22633.03,20781.91,22485.69
2022-07-19,,22467.85,23666.96,21683.41,23389.43
2022-07-20,,23393.19,24196.82,23009.95,23231.73
2022-07-21,,23233.2,23388.32,22431.15,23164.63
2022-07-22,,23163.75,23671.93,22603.42,22714.98
2022-07-23,,22706.98,22977.21,22002.91,22465.48
2022-07-24,,22465.51,22974.0,22306.84,22609.16
2022-07-25,,22607.16,22649.12,21361.64,21361.7
2022-07-26,,21361.12,21361.12,20776.82,21239.75
2022-07-27,,21244.17,22986.53,21070.81,22930.55
2022-07-28,,22933.64,24110.47,22722.27,23843.89
2022-07-29,,23845.21,24294.79,23481.17,23804.63
2022-07-30,,23796.82,24572.58,23580.51,23656.21
2022-07-31,,23652.07,24121.64,23275.7,23336.9
2022-08-01,,23336.72,23464.79,22890.8,23314.2
2022-08-02,,23308.43,23415.04,22710.08,22978.12
2022-08-03,,22981.3,23578.65,22747.84,22846.51
2022-08-04,,22848.21,23198.01,22485.7,22630.96
2022-08-05,,22626.83,23422.83,22612.18,23289.31
2022-08-06,,23291.42,23326.56,22961.28,22961.28
2022-08-07,,22963.51,23359.01,22894.56,23175.89
2022-08-08,,23179.53,24203.69,23176.55,23809.49
2022-08-09,,23811.48,23898.62,22982.0,23164.32
2022-08-10,,23162.9,24127.41,22771.52,23947.64
2022-08-11,,23948.35,24822.63,23901.0,23957.53
2022-08-12,,23957.2,24412.57,23657.27,24402.82
2022-08-13,,24402.19,24860.05,24346.12,24424.07
2022-08-14,,24429.06,24974.91,24206.26,24319.33
2022-08-15,,24318.32,25135.59,23839.78,24136.97
2022-08-16,,24126.14,24228.42,23733.5,23883.29
2022-08-17,,23881.32,24407.06,23243.35,23336.0
2022-08-18,,23341.04,23563.83,23177.6,23212.74
2022-08-19,,23213.31,23213.31,20868.85,20877.55
2022-08-20,,20872.84,21350.81,20856.73,21166.06
2022-08-21,,21160.39,21668.85,21103.2,21534.12
2022-08-22,,21531.46,21531.46,20939.18,21398.91
2022-08-23,,21401.04,21646.2,20955.14,21528.09
2022-08-24,,21526.46,21783.08,21195.01,21395.02
2022-08-25,,21395.46,21789.64,21362.44,21600.9
2022-08-26,,21596.09,21804.91,20199.48,20260.02
2022-08-27,,20262.48,20340.78,19890.52,20041.74
2022-08-28,,20041.04,20139.05,19616.81,19616.81
2022-08-29,,19615.15,20357.46,19600.79,20297.99
2022-08-30,,20298.61,20542.64,19617.64,19796.81
2022-08-31,,19799.58,20420.99,19799.58,20049.76
2022-09-01,,20050.5,20198.39,19653.97,20127.14
2022-09-02,,20126.07,20401.57,19814.77,19969.77
2022-09-03,,19969.72,20037.01,19698.36,19832.09
2022-09-04,,19832.47,19999.69,19636.82,19986.71
2022-09-05,,19988.79,20031.16,19673.05,19812.37
2022-09-06,,19817.72,20155.27,18800.17,18837.67
2022-09-07,,18837.68,19427.17,18644.47,19290.32
2022-09-08,,19289.94,19417.35,19076.71,19329.83
2022-09-09,,19328.14,21439.41,19310.96,21381.15
2022-09-10,,21376.91,21760.28,21168.72,21680.54
2022-09-11,,21678.54,21770.55,21406.95,21769.26
2022-09-12,,21770.15,22439.18,21603.9,22370.45
2022-09-13,,22371.48,22673.82,20062.67,20296.71
2022-09-14,,20184.55,20467.2,19793.4,20241.09
2022-09-15,,20242.29,20318.17,19636.73,19701.21
2022-09-16,,19704.01,19870.63,19400.08,19772.58
2022-09-17,,19777.03,20162.53,19777.03,20127.58
2022-09-18,,20127.23,20127.23,19387.49,19419.51
2022-09-19,,19418.57,19639.48,18390.32,19544.13
2022-09-20,,19545.59,19602.46,18813.46,18890.79
2022-09-21,,18891.28,19674.63,18290.31,18547.4
2022-09-22,,18534.65,19456.91,18415.59,19413.55
2022-09-23,,19412.4,19464.67,18617.55,19297.64
2022-09-24,,19296.99,19310.2,18861.97,18937.01
2022-09-25,,18936.31,19134.73,18696.47,18802.1
2022-09-26,,18803.9,19274.87,18721.29,19222.67
2022-09-27,,19221.84,20338.46,18915.67,19110.55
2022-09-28,,19104.62,19688.34,18553.3,19426.72
2022-09-29,,19427.78,19589.27,18924.35,19573.05
2022-09-30,,19573.43,20109.85,19265.66,19431.79
2022-10-01,,19431.11,19471.15,19231.08,19312.1
2022-10-02,,19311.85,19370.31,18970.62,19044.11
2022-10-03,,19044.07,19653.54,19025.23,19623.58
2022-10-04,,19623.58,20380.34,19523.84,20336.84
2022-10-05,,20335.9,20343.75,19801.8,20160.72
2022-10-06,,20161.04,20408.39,19900.09,19955.44
2022-10-07,,19957.56,20041.09,19395.79,19546.85
2022-10-08,,19546.33,19601.7,19299.41,19416.57
2022-10-09,,19417.48,19542.54,19349.26,19446.43
2022-10-10,,19446.42,19515.47,19102.98,19141.48
2022-10-11,,19139.0,19241.96,18925.6,19051.42
2022-10-12,,19052.65,19203.2,19029.76,19157.45
2022-10-13,,19156.97,19453.33,18319.82,19382.9
2022-10-14,,19382.53,19889.15,19115.41,19185.66
2022-10-15,,19185.44,19212.54,19019.25,19067.63
2022-10-16,,19068.91,19389.6,19068.91,19268.09
2022-10-17,,19268.56,19635.8,19173.33,19550.76
2022-10-18,,19550.47,19666.99,19144.77,19334.42
2022-10-19,,19335.03,19348.42,19127.69,19139.54
2022-10-20,,19138.09,19315.2,18971.46,19053.74
2022-10-21,,19053.2,19237.38,18770.97,19172.47
2022-10-22,,19172.38,19248.07,19132.24,19208.19
2022-10-23,,19207.73,19646.65,19124.2,19567.01
2022-10-24,,19567.77,19589.13,19206.32,19345.57
2022-10-25,,19344.96,20348.41,19261.45,20095.86
2022-10-26,,20092.24,20938.13,20076.12,20770.44
2022-10-27,,20772.8,20854.04,20255.37,20285.84
2022-10-28,,20287.96,20724.98,20086.07,20595.35
2022-10-29,,20595.1,20988.39,20566.48,20818.48
2022-10-30,,20817.98,20917.01,20547.46,20635.6
2022-10-31,,20633.7,20795.32,20287.46,20495.77
2022-11-01,,20494.9,20647.29,20359.85,20485.27
2022-11-02,,20482.96,20742.81,20087.13,20159.5
2022-11-03,,20162.69,20382.1,20086.24,20209.99
2022-11-04,,20208.77,21209.56,20188.02,21147.23
2022-11-05,,21144.83,21446.89,21097.63,21282.69
2022-11-06,,21285.06,21345.38,20920.19,20926.49
2022-11-07,,20924.62,21053.25,20489.97,20602.82
2022-11-08,,20600.67,20664.61,17603.54,18541.27
